Unnamed: 0	auth_0	auth_1	auth_2	auth_3	auth_4	auth_5	auth_6	auth_7	auth_8	auth_9	auth_additional	auth_count	doi	journal	pmid	title	year
47833	Li YH	Wang YC	Wang YC	Liu JC	Lee CH	Chen CC	Hsieh IC	Kuo FY	Huang WC	Sung SH	['Chiu CZ', 'Hsu JC', 'Jen SL', 'Hwang JJ', 'Lin JL', 'Writing Group of 2018 Taiwan Guidelines for the Management of Non ST-segment Elevation Acute Coronary Syndrome']	16.0	10.1016/j.jfma.2018.06.002	J Formos Med Assoc	30017533	2018 Guidelines of the Taiwan Society of Cardiology, Taiwan Society of Emergency Medicine and Taiwan Society of Cardiovascular Interventions for the management of non ST-segment elevation acute coronary syndrome.	2018
48212	Shih HC	Hu SC	Yang CC	Ko TJ	Wu JK	Lee CH						6.0	10.1053/ajem.2003.50025	Am J Emerg Med	12671806	Alcohol intoxication increases morbidity in drivers involved in motor vehicle accidents.	2003
48908	Schuur JD	Justice A										2.0	10.1111/j.1553-2712.2008.00303.x	Acad Emerg Med	19145713	Measuring quality of care in syncope: case definition affects reported electrocardiogram use but does not bias reporting.	2009
49737	Collins SP	Storrow AB	Levy PD	Albert N	Butler J	Ezekowitz JA	Felker GM	Fermann GJ	Fonarow GC	Givertz MM	['Hiestand B', 'Hollander JE', 'Lanfear DE', 'Pang PS', 'Peacock WF', 'Sawyer DB', 'Teerlink JR', 'Lenihan DJ']	18.0	10.1111/acem.12538	Acad Emerg Med	25423908	Early management of patients with acute heart failure: state of the art and future directions--a consensus document from the SAEM/HFSA acute heart failure working group.	2015
50097	Mastarone GL	Wyse JJ	Wilbur ER	Morasco BJ	Saha S	Carlson KF						6.0	10.1093/pm/pnz289	Pain Med	31722393	Barriers to Utilization of Prescription Drug Monitoring Programs Among Prescribing Physicians and Advanced Practice Registered Nurses at Veterans Health Administration Facilities in Oregon.	2020
52003	Duriseti RS	Brandeau ML										2.0	10.1016/j.annemergmed.2010.03.029	Ann Emerg Med	20605261	Cost-effectiveness of strategies for diagnosing pulmonary embolism among emergency department patients presenting with undifferentiated symptoms.	2010
52846	Wang LM	Huang YT	Chern CH	Lo HC	Lee CH	Tang DD	Ho LT					7.0		Zhonghua Yi Xue Za Zhi (Taipei)	11853216	Tele-emergency medicine: the evaluation of Taipei Veterans General Hospital and Kinmen-Granite Hospital in Taiwan.	2001
53025	Govindaswami M	Brown SA	Yu J	Zhu H	Bishop PD	Kindy MS	Oeltgen PR					7.0	10.1111/j.1553-2712.2008.00048.x	Acad Emerg Med	18304055	Delta 2-specific opioid receptor agonist and hibernating woodchuck plasma fraction provide ischemic neuroprotection.	2008
53562	Dismuke CE	Bishu KG	Fakhry S	Walker RJ	Egede LE							5.0	10.1111/acem.13143	Acad Emerg Med	27976494	Clinical Factors and Expenditures Associated With ICD-9-CM Coded Trauma for the U.S. Population: A Nationally Representative Study.	2017
54089	Li K	Armenian P	Mason J	Grock A								4.0	10.1016/j.annemergmed.2018.05.010	Ann Emerg Med	29929656	Narcan or Nar-can't: Tips and Tricks to Safely Reversing Opioid Toxicity.	2018
54614	Agarwal AK	Mahoney K	Lanza AL	Klinger EV	Asch DA	Fausti N	Tufts C	Ungar L	Merchant RM			9.0	10.1016/j.annemergmed.2018.09.029	Ann Emerg Med	30392737	Online Ratings of the Patient Experience: Emergency Departments Versus Urgent Care Centers.	2019
57153	Siao P	Yagnik P										2.0	10.1016/0736-4679(88)90012-1	J Emerg Med	3225448	Spinal epidural abscess.	1988
57192	Smith S	Devine M	Taddeo J	McAlister VC								4.0	10.1136/bmjopen-2016-014697	BMJ Open	28835410	Injury profile suffered by targets of antipersonnel improvised explosive devices: prospective cohort study.	2017
57287	Rees RS	Bergman J	Ramirez-Alexander R									3.0	10.1016/0735-6757(92)90010-u	Am J Emerg Med	1319709	Angioedema associated with lisinopril.	1992
57704	Frallicciardi A	Vora S	Bentley S	Nadir NA	Cassara M	Hart D	Park C	Cheng A	Aghera A	Moadel T	['Dobiesz V']	11.0	10.1111/acem.13019	Acad Emerg Med	27251553	Development of an Emergency Medicine Simulation Fellowship Consensus Curriculum: Initiative of the Society for Academic Emergency Medicine Simulation Academy.	2016
58276	Kessler CS	Khan BA	Lai-Miller K									3.0	10.1016/j.jemermed.2012.01.027	J Emerg Med	22445678	Thrombotic thrombocytopenic purpura: a hematological emergency.	2012
58533	Sozener CB	Lypson ML	House JB	Hopson LR	Dooley-Hash SL	Hauff S	Eddy M	Fischer JP	Santen SA			9.0	10.1097/ACM.0000000000000953	Acad Med	26488570	Reporting Achievement of Medical Student Milestones to Residency Program Directors: An Educational Handover.	2016
59177	Nolt BR	Gonzales R	Maselli J	Aagaard E	Camargo CA	Metlay JP						6.0	10.1016/j.ajem.2006.11.031	Am J Emerg Med	17606087	Vital-sign abnormalities as predictors of pneumonia in adults with acute cough illness.	2007
59444	Paniagua MA	Malphurs JE	Phelan EA									3.0	10.1016/j.ajem.2005.12.005	Am J Emerg Med	16787797	Older patients presenting to a county hospital ED after a fall: missed opportunities for prevention.	2006
60097	Kessler C	Kutka BM	Badillo C									3.0	10.1016/j.jemermed.2011.01.025	J Emerg Med	21620608	Consultation in the emergency department: a qualitative analysis and review.	2012
60971	Ruetzler K	Smereka J	Szarpak L	Czekajlo M								4.0	10.1016/j.ajem.2018.08.030	Am J Emerg Med	30100331	Novel method of infant chest compression. Does the arrangement of the thumbs matter?	2019
61054	Southerland LT	Lo AX	Biese K	Arendts G	Banerjee J	Hwang U	Dresden S	Argento V	Kennedy M	Shenvi CL	['Carpenter CR']	11.0	10.1016/j.annemergmed.2019.08.430	Ann Emerg Med	31732374	Concepts in Practice: Geriatric Emergency Departments.	2020
61669	Landman AB	Torbati SS										2.0	10.1016/j.jemermed.2009.03.020	J Emerg Med	19443168	Chronic aortic dissection in a young adult.	2012
61746	Lasoff D	Vilke G	Nordstrom K	Wilson M								4.0	10.1016/j.jemermed.2016.05.041	J Emerg Med	27431869	Psychiatric Emergencies for Clinicians: Detection and Management of Anti-N-Methyl-D-Asparate Receptor Encephalitis.	2016
61850	Probst MA	Kanzaria HK	Gbedemah M	Richardson LD	Sun BC							5.0	10.1016/j.ajem.2015.04.030	Am J Emerg Med	25943042	National trends in resource utilization associated with ED visits for syncope.	2015
63112	Wilsey B	Fishman S	Rose JS	Papazian J								4.0	10.1016/j.ajem.2003.09.005	Am J Emerg Med	14724879	Pain management in the ED.	2004
63719	Reeves RR	Pinkofsky HB	Stevens L									3.0	10.1016/s0735-6757(98)90162-0	Am J Emerg Med	9827734	Medicolegal errors in the ED related to the involuntary confinement of psychiatric patients.	1998
65355	Kessler CS	Stallings LA	Gonzalez AA	Templeman TA								4.0	10.1111/j.1553-2712.2009.00503.x	Acad Emerg Med	19673705	Combined residency training in emergency medicine and internal medicine: an update on career outcomes and job satisfaction.	2009
65496	Trivedi TK	Glenn M	Hern G	Schriger DL	Sporer KA							5.0	10.1016/j.annemergmed.2018.08.422	Ann Emerg Med	30274946	"Emergency Medical Services Use Among Patients Receiving Involuntary Psychiatric Holds and the Safety of an Out-of-Hospital Screening Protocol to ""Medically Clear"" Psychiatric Emergencies in the Field, 2011 to 2016."	2019
65898	Weaver JL	Barnett RE	Patterson DE	Ramjee VG	Riedinger E	Younga J	Sepulveda EA	Keskey RC	Cheadle WG			9.0	10.1016/j.ajem.2015.12.008	Am J Emerg Med	26795889	Large-bowel disease presenting as small-bowel obstruction is associated with a poor prognosis.	2016
66347	Han JH	Wilson A	Schnelle JF	Dittus RS	Ely EW							5.0	10.1016/j.ajem.2018.03.060	Am J Emerg Med	29699898	An evaluation of single question delirium screening tools in older emergency department patients.	2018
66426	Grady D	Redberg RF	Mallon WK									3.0	10.1001/jamainternmed.2013.8272	JAMA Intern Med	24534809	How should top-five lists be developed?: what is the next step?	2014
67956	Chen KW	Chiu WY	Lo YH									3.0	10.1016/j.ajem.2014.06.024	Am J Emerg Med	25070194	Sore throat may be a clue to the early diagnosis of spontaneous pneumomediastinum.	2015
69551	Collins SP	Levy PD	Martindale JL	Dunlap ME	Storrow AB	Pang PS	Albert NM	Felker GM	Fermann GJ	Fonarow GC	['Givertz MM', 'Hollander JE', 'Lanfear DJ', 'Lenihan DJ', 'Lindenfeld JM', 'Peacock WF', 'Sawyer DB', 'Teerlink JR', 'Butler J']	19.0	10.1016/j.cardfail.2016.04.015	J Card Fail	27262665	Clinical and Research Considerations for Patients With Hypertensive Acute Heart Failure: A Consensus Statement from the Society of Academic Emergency Medicine and the Heart Failure Society of America Acute Heart Failure Working Group.	2016
69567	Sun BC	Binstadt ES	Pelletier A	Camargo CA								4.0	10.1016/j.jemermed.2006.05.045	J Emerg Med	17307641	"Characteristics and temporal trends of ""left before being seen"" visits in US emergency departments, 1995-2002."	2007
69813	Stearns CR	Gonzales R	Camargo CA	Maselli J	Metlay JP							5.0	10.1111/j.1553-2712.2009.00522.x	Acad Emerg Med	19799568	Antibiotic prescriptions are associated with increased patient satisfaction with emergency department visits for acute respiratory tract infections.	2009
70018	Chang YT	Wann SR	Tsai JS	Kao CH	Lee PT	Huang NC	Yen CC	Huang MS	Chang HT			9.0	10.1016/j.ajem.2012.08.028	Am J Emerg Med	23158600	The role of autonomic nervous system function in hypothermia-mediated sepsis protection.	2013
70212	Ward MJ	Kripalani S	Storrow AB	Liu D	Speroff T	Matheny M	Thomassee EJ	Vogus TJ	Munoz D	Scott C	['Fredi JL', 'Dittus RS']	12.0	10.1016/j.ajem.2014.12.067	Am J Emerg Med	25618768	Timeliness of interfacility transfer for ED patients with ST-elevation myocardial infarction.	2015
70303	Olshaker JS	Deckleman C										2.0	10.1016/s0736-4679(99)00040-2	J Emerg Med	10338238	Delayed presentation of splenic rupture after colonoscopy.	1999
71380	Roman J											1.0	10.1513/AnnalsATS.201710-792OI	Ann Am Thorac Soc	29361240	Hurricane Maria: A Preventable Humanitarian and Health Care Crisis Unveiling the Puerto Rican Dilemma.	2018
71715	Doran KM	Colucci AC	Hessler RA	Ngai CK	Williams ND	Wallach AB	Tanner M	Allen MH	Goldfrank LR	Wall SP		10.0	10.1016/j.annemergmed.2012.10.021	Ann Emerg Med	23261312	An intervention connecting low-acuity emergency department patients with primary care: effect on future primary care linkage.	2013
74240	Peck JS	Benneyan JC	Nightingale DJ	Gaehde SA								4.0	10.1111/j.1553-2712.2012.01435.x	Acad Emerg Med	22978731	Predicting emergency department inpatient admissions to improve same-day patient flow.	2012
74791	Huded JM	Lee A	McQuown CM	Song S	Ascha MS	Kresevic DM	Maloney GE	Smith TI				8.0	10.1016/j.ajem.2020.10.039	Am J Emerg Med	33129647	Implementation of a geriatric emergency department program using a novel workforce.	2021
75080	Ho V	Metcalfe L	Dark C	Vu L	Weber E	Shelton G	Underwood HR					7.0	10.1016/j.annemergmed.2016.12.006	Ann Emerg Med	28262320	Comparing Utilization and Costs of Care in Freestanding Emergency Departments, Hospital Emergency Departments, and Urgent Care Centers.	2017
75373	Sauser K	Burke JF	Reeves MJ	Barsan WG	Levine DA							5.0	10.1016/j.annemergmed.2014.01.034	Ann Emerg Med	24613595	A systematic review and critical appraisal of quality measures for the emergency care of acute ischemic stroke.	2014
77080	Kao CC	Yen DH	Lee YT									3.0	10.1016/j.ajem.2019.04.023	Am J Emerg Med	31006602	Hiccups as the only symptom of acute myocardial infarction.	2019
77151	Stehr DE	Klein BJ	Murata GH									3.0	10.1016/s0196-0644(05)81386-1	Ann Emerg Med	1928884	Emergency department return visits in chronic obstructive pulmonary disease: the importance of psychosocial factors.	1991
77211	Tseng CY	Chiu YH	Chuang JL	Chen JD	Huang HH	How CK	Yen DH	Huang MS				8.0	10.1016/j.ajem.2013.08.009	Am J Emerg Med	24051008	How to differentiate spontaneous intramural intestinal hemorrhage from acute mesenteric ischemia.	2013
77256	How CK	Chern CH	Wang LM	Lee CH								4.0	10.1053/ajem.2000.7349	Am J Emerg Med	10919543	Heat stroke in a subtropical country.	2000
77736	Lowenstein M	Kilaru A	Perrone J	Hemmons J	Abdel-Rahman D	Meisel ZF	Delgado MK					7.0	10.1016/j.ajem.2019.02.025	Am J Emerg Med	30803850	Barriers and facilitators for emergency department initiation of buprenorphine: A physician survey.	2019
78210	Shah KS	Marston NA	Mueller C	Neath SX	Christenson RH	McCord J	Nowak RM	Vilke GM	Daniels LB	Hollander JE	['Apple FS', 'Cannon CM', 'Nagurney J', 'Schreiber D', 'deFilippi C', 'Hogan CJ', 'Diercks DB', 'Limkakeng A', 'Anand IS', 'Wu AH', 'Clopton P', 'Jaffe AS', 'Peacock WF', 'Maisel AS']	24.0	10.1111/acem.12649	Acad Emerg Med	25908114	Midregional proadrenomedullin predicts mortality and major adverse cardiac events in patients presenting with chest pain: results from the CHOPIN trial.	2015
78820	Greenstein YY	Martin TJ	Rolnitzky L	Felner K	Kaufman B							5.0	10.1097/SIH.0000000000000088	Simul Healthc	25932707	Goal-Directed Transthoracic Echocardiography During Advanced Cardiac Life Support: A Pilot Study Using Simulation to Assess Ability.	2015
79777	Gabayan GZ	Gould MK	Weiss RE	Derose SF	Chiu VY	Sarkisian CA						6.0	10.1111/acem.13194	Acad Emerg Med	28375565	Emergency Department Vital Signs and Outcomes After Discharge.	2017
79833	Johnson TJ	Winger DG	Hickey RW	Switzer GE	Miller E	Nguyen MB	Saladino RA	Hausmann LR				8.0	10.1016/j.acap.2016.08.010	Acad Pediatr	27620844	Comparison of Physician Implicit Racial Bias Toward Adults Versus Children.	2017
80894	Moffett BK	Panchabhai TS	Nakamatsu R	Arnold FW	Peyrani P	Wiemken T	Guardiola J	Ramirez JA				8.0	10.1016/j.ajem.2016.09.021	Am J Emerg Med	27793503	Comparing posteroanterior with lateral and anteroposterior chest radiography in the initial detection of parapneumonic effusions.	2016
81711	Lin CJ	Chen JD	Tiu CM	Chou YH	Chiang JH	Lee CH	Chang CY	Yu C				8.0	10.1016/j.ajem.2004.09.021	Am J Emerg Med	15672340	Can ruptured appendicitis be detected preoperatively in the ED?	2005
81823	Roberts ES	Belland L	Rivera-Reyes L	Hwang U								4.0	10.1016/j.ajem.2016.05.010	Am J Emerg Med	27241564	The effect of surgical consult in the treatment of abdominal pain in older adults in the ED.	2016
82092	McBain SA	Woodward E	Palmer BE	Landes SJ	Wilson MP							5.0	10.1016/j.ajem.2020.04.014	Am J Emerg Med	32307294	Patients accept screening for mental health and substance use disorders while ED clinicians support only if able to refer.	2020
82429	Fehr AE	Pentz RD	Dickert NW									3.0	10.1016/j.annemergmed.2014.06.023	Ann Emerg Med	25085547	Learning from experience: a systematic review of community consultation acceptance data.	2015
82471	Chern TL	Hu SC	Lee CH	Deng JF								4.0	10.1016/0735-6757(93)90103-i	Am J Emerg Med	8476450	Diagnostic and therapeutic utility of flumazenil in comatose patients with drug overdose.	1993
83037	Maisel AS	Peacock WF	Shah KS	Clopton P	Diercks D	Hiestand B	Kontos MC	Mueller C	Nowak R	Chen WJ	['Collins SP']	11.0	10.1016/j.ajem.2010.03.032	Am J Emerg Med	20627217	"Acoustic cardiography S3 detection use in problematic subgroups and B-type natriuretic peptide ""gray zone"": secondary results from the Heart failure and Audicor technology for Rapid Diagnosis and Initial Treatment Multinational Investigation."	2011
83601	Quest TE	Asplin BR	Cairns CB	Hwang U	Pines JM							5.0	10.1111/j.1553-2712.2011.01088.x	Acad Emerg Med	21676052	Research priorities for palliative and end-of-life care in the emergency setting.	2011
83906	Gershon T	Olshaker JS										2.0	10.1016/s0735-6757(98)90009-2	Am J Emerg Med	9725973	Acute pancreatitis following lisinopril rechallenge.	1998
83929	Chiu WT	Lin KC	Tsai MS	Hsu CH	Wang CH	Kuo LK	Chien YS	Wu CH	Lai CH	Huang WC	['Wang CH', 'Wang TL', 'Hsu HH', 'Lin JJ', 'Hwang JJ', 'Ng CJ', 'Choi WM', 'Huang CH']	18.0	10.1016/j.jfma.2020.07.036	J Formos Med Assoc	32829996	Post-cardiac arrest care and targeted temperature management: A consensus of scientific statement from the Taiwan Society of Emergency & Critical Care Medicine, Taiwan Society of Critical Care Medicine and Taiwan Society of Emergency Medicine.	2021
84019	Chiu HH	Wu CS	Lan CE									3.0	10.1016/j.jemermed.2016.01.034	J Emerg Med	27717588	Onychomadesis: A Late Complication of Hand, Foot, and Mouth Disease.	2017
84836	Probst MA	Kanzaria HK	Hoffman JR	Mower WR	Moheimani RS	Sun BC	Quigley DD					7.0	10.1016/j.jemermed.2015.02.013	J Emerg Med	25943288	Emergency Physicians' Perceptions and Decision-making Processes Regarding Patients Presenting with Palpitations.	2015
85386	Tueth MJ											1.0	10.1016/0735-6757(94)90248-8	Am J Emerg Med	8161398	Emergencies caused by side effects of psychiatric medications.	1994
85599	Weinstock M	Pallaci M	Aluisio AR	Cooper B	Gottlieb D	Grock A	Frye A	Love JN	Orman R	Riddell J		10.0	10.1016/j.annemergmed.2020.01.021	Ann Emerg Med	32317122	Effect of Interpolated Questions on Podcast Knowledge Acquisition and Retention: A Double-Blind, Multicenter, Randomized Controlled Trial.	2020
86858	Puślecki M	Ligowski M	Kiel M	Dąbrowski M	Stefaniak S	Maciejewski A	Kiel-Puślecka I	Telec W	Czekajlo M	Jemielity M		10.0	10.1016/j.ajem.2017.07.082	Am J Emerg Med	28780233	ECMO therapy simulator for extracorporeal life support.	2018
87506	McNaughton C	Barrett TW	Schriger DL									3.0	10.1016/j.annemergmed.2011.04.002	Ann Emerg Med	21782554	Shining light on pupillary response after paralysis and the role of case series in clinical research: answers to the March 2011 Journal Club questions.	2011
87744	Cieri B	Conway EL	Sellick JA	Mergenhagen KA								4.0	10.1016/j.ajem.2018.04.046	Am J Emerg Med	29716798	Identification of risk factors for failure in patients with skin and soft tissue infections.	2019
88119	Chou SL	Chern CH	How CK	Wang LM	Huang CI	Lee CH						6.0	10.1016/j.jemermed.2004.11.017	J Emerg Med	15769571	A rare case of massive pericardial effusion secondary to hypothyroidism.	2005
88370	Unterman S											1.0	10.1016/j.annemergmed.2017.01.020	Ann Emerg Med	28545697	BiPAP and a Prayer.	2017
90452	Chern CH	How CK	Wang LM	Lee CH	Graff L							5.0	10.1016/j.annemergmed.2004.08.012	Ann Emerg Med	15635301	Decreasing clinically significant adverse events using feedback to emergency physicians of telephone follow-up outcomes.	2005
90521	McNamara S	Galt DJ										2.0	10.1097/PEC.0000000000000523	Pediatr Emerg Care	26241721	Regarding Near-Fatal Sodium Phosphate Toxicity in a Child Receiving Sodium Phosphate Enemas.	2015
90660	Quest TE	Simon JR	SAEM Ethics Committee									3.0	10.1111/j.1553-2712.2011.01218.x	Acad Emerg Med	22092901	Society for Academic Emergency Medicine position statement on teacher-learner relationships.	2011
90828	Wilson MP	Cucciare MA	Porter A	Chalmers CE	Mullinax S	Mancino M	Oliveto AH					7.0	10.1016/j.ajem.2019.05.035	Am J Emerg Med	31221474	The utility of a statewide prescription drug-monitoring database vs the Current Opioid Misuse Measure for identifying drug-aberrant behaviors in emergency department patients already on opioids.	2020
91013	Damush TM	Miech EJ	Sico JJ	Phipps MS	Arling G	Ferguson J	Austin C	Myers L	Baye F	Luckhurst C	['Keating AB', 'Moran E', 'Bravata DM']	13.0	10.1212/WNL.0000000000004739	Neurology	29117959	Barriers and facilitators to provide quality TIA care in the Veterans Healthcare Administration.	2017
91314	Fettiplace MR	Pichurko A	Ripper R	Lin B	Kowal K	Lis K	Schwartz D	Feinstein DL	Rubinstein I	Weinberg G		10.0	10.1111/acem.12657	Acad Emerg Med	25908403	Cardiac depression induced by cocaine or cocaethylene is alleviated by lipid emulsion more effectively than by sulfobutylether-β-cyclodextrin.	2015
91668	Murata GH	Gorby MS	Chick TW	Halperin AK								4.0	10.1016/s0196-0644(05)81207-7	Ann Emerg Med	1996791	Treatment of decompensated chronic obstructive pulmonary disease in the emergency department--correlation between clinical features and prognosis.	1991
91903	Hou SK	Chern CH	How CK	Chen JD	Wang LM	Lee CH						6.0	10.1016/j.ajem.2004.02.017	Am J Emerg Med	15138961	Hepatic portal venous gas: clinical significance of computed tomography findings.	2004
92290	Jan SL	Lin MC	Chan SC									3.0	10.1016/j.jemermed.2019.01.032	J Emerg Med	30922708	Spontaneous Return of Sinus Rhythm in a Child Born With Complete Heart Block.	2019
92411	Pellerin G	Gao K	Kaminsky L									3.0	10.1016/j.ajem.2017.11.045	Am J Emerg Med	29169885	Model performance and variable selection method - A reply to the reader.	2018
93134	Jo S											1.0	10.1016/j.ajem.2020.05.043	Am J Emerg Med	32487459	A NEWS-L score to a NEWS+L score.	2021
94129	Harrison A	Morrison LK	Krishnaswamy P	Kazanegra R	Clopton P	Dao Q	Hlavin P	Maisel AS				8.0	10.1067/mem.2002.121483	Ann Emerg Med	11823766	B-type natriuretic peptide predicts future cardiac events in patients presenting to the emergency department with dyspnea.	2002
94572	Young GP	Taylor AS										2.0	10.1016/0735-6757(91)90123-2	Am J Emerg Med	1834070	Conversion of paroxysmal supraventricular tachycardia in a child with a slow verapamil infusion: case report and literature review.	1991
94788	Molokie RE	Montminy C	Dionisio C	Farooqui MA	Gowhari M	Yao Y	Suarez ML	Ezenwa MO	Schlaeger JM	Wang ZJ	['Wilkie DJ']	11.0	10.1016/j.ajem.2017.07.037	Am J Emerg Med	28802541	Opioid doses and acute care utilization outcomes for adults with sickle cell disease: ED versus acute care unit.	2018
94808	Quest T	Herr S	Lamba S	Weissman D	IPAL-EM Advisory Board							5.0	10.1016/j.annemergmed.2013.01.019	Ann Emerg Med	23548402	Demonstrations of clinical initiatives to improve palliative care in the emergency department: a report from the IPAL-EM Initiative.	2013
95250	Asiimwe SB	Vittinghoff E	Whooley M									3.0	10.1016/j.jemermed.2019.11.020	J Emerg Med	31924465	Vital Signs Data and Probability of Hospitalization, Transfer to Another Facility, or Emergency Department Death Among Adults Presenting for Medical Illnesses to the Emergency Department at a Large Urban Hospital in the United States.	2020
95553	Lee DL	Hsu CW	Lee H	Chang HW	Huang YC							5.0	10.1197/j.aem.2005.04.020	Acad Emerg Med	16141015	Beneficial effects of albuterol therapy driven by heliox versus by oxygen in severe asthma exacerbation.	2005
95901	Weeks WB	Wallace AE										2.0	10.1197/j.aem.2006.12.013	Acad Emerg Med	17379596	Differences in the annual incomes of emergency physicians related to gender.	2007
96569	Kessler CS	Asrow A	Beach C	Cheung D	Fairbanks RJ	Lammers JC	Tibbles C	Wears R	Woods R	Schuur JD		10.0	10.1016/j.annemergmed.2012.07.122	Ann Emerg Med	23017469	The taxonomy of emergency department consultations--results of an expert consensus panel.	2013
97138	Falidas E	Gourgiotis S	Vlachos K	Villias C								4.0	10.1016/j.ajem.2015.02.052	Am J Emerg Med	25795431	Delayed presentation of diaphragmatic rupture with stomach herniation and strangulation.	2015
97426	Huang LW	Hwang JI	Chu CK									3.0	10.1016/j.annemergmed.2012.01.018	Ann Emerg Med	22720858	Images in emergency medicine. Active bleeding from a lumbar artery, with hematoma formation.	2012
98216	Daniel M	Carney M	Khandelwal S	Merritt C	Cole M	Malone M	Hemphill RR	Peterson W	Burkhardt J	Hopson L	['Santen SA']	11.0	10.15766/mep_2374-8265.10646	MedEdPORTAL	30800847	Cognitive Debiasing Strategies: A Faculty Development Workshop for Clinical Teachers in Emergency Medicine.	2017
99352	Hu SC											1.0	10.1016/0735-6757(93)90049-h	Am J Emerg Med	8447879	Computerized monitoring of emergency department patient flow.	1993
99968	Benjenk I	DuGoff EH	Jacobsohn GC	Cayenne N	Jones CMC	Caprio TV	Cushman JT	Green RK	Kind AJH	Lohmeier M	['Mi R', 'Shah MN']	12.0	10.1111/acem.14105	Acad Emerg Med	32767696	Predictors of Older Adult Adherence With Emergency Department Discharge Instructions.	2021
100189	Hu SC											1.0	10.1016/0735-6757(94)90071-x	Am J Emerg Med	8031443	Out-of-hospital cardiac arrest in an Oriental metropolitan city.	1994
100486	Young GP											1.0	10.1016/s0196-0644(05)80112-x	Ann Emerg Med	8333633	Status of clinical and academic emergency medicine at 111 Veterans Affairs medical centers.	1993
101577	Doran KM	Raven MC	Rosenheck RA									3.0	10.1016/j.annemergmed.2013.02.016	Ann Emerg Med	23582617	What drives frequent emergency department use in an integrated health system? National data from the Veterans Health Administration.	2013
101730	Gabayan GZ	Sun BC	Asch SM	Timmermans S	Sarkisian C	Yiu S	Lancaster EM	Poon KT	Kellermann AL	Ryan G	['Miniel NJ', 'Flansbaum D', 'Hoffman JR', 'Derose SF']	14.0	10.1111/acem.12181	Acad Emerg Med	24033620	Qualitative factors in patients who die shortly after emergency department discharge.	2013
101812	Duriseti RS	Shachter RD	Brandeau ML									3.0	10.1197/j.aem.2006.02.011	Acad Emerg Med	16723725	Value of quantitative D-dimer assays in identifying pulmonary embolism: implications from a sequential decision model.	2006
