Unnamed: 0	auth_0	auth_1	auth_2	auth_3	auth_4	auth_5	auth_6	auth_7	auth_8	auth_9	auth_additional	auth_count	doi	journal	pmid	title	year
102492	Ganti L											1.0	10.1016/j.annemergmed.2015.02.002	Ann Emerg Med	25724622	Do Glycoprotein IIb/IIIa Inhibitors Improve Outcomes in Acute Ischemic Stroke?	2015
102597	Hu SC	Tsai J	Lu YL	Lan CF								4.0	10.1016/s0735-6757(96)90022-4	Am J Emerg Med	8630165	EMS characteristics in an Asian Metropolis.	1996
103245	Tang PL	Cheng JS	Huang WC	Chang HS	Chen HC							5.0	10.1016/j.ajem.2015.04.077	Am J Emerg Med	26004739	Why do head and neck cancer patients visit the emergency department?	2015
103556	Eisenach KD											1.0	10.1016/s0196-0644(94)70182-2	Ann Emerg Med	8080141	Use of an insertion sequence for laboratory diagnosis and epidemiologic studies of tuberculosis.	1994
103595	Stansbury JP	Jia H	Williams LS	Vogel WB	Duncan PW							5.0	10.1161/01.STR.0000153065.39325.fd	Stroke	15637317	Ethnic disparities in stroke: epidemiology, acute care, and postacute outcomes.	2005
103634	Bou-Abdallah JZ	Murthy UK	Mehta N	Prasad HN	Kaul V							5.0	10.1016/j.jemermed.2009.05.008	J Emerg Med	19564091	Coffee grounds emesis: not just an upper GI bleed.	2012
103860	Kanzaria HK	McCabe AM	Meisel ZM	LeBlanc A	Schaffer JT	Bellolio MF	Vaughan W	Merck LH	Applegate KE	Hollander JE	['Grudzen CR', 'Mills AM', 'Carpenter CR', 'Hess EP']	14.0	10.1111/acem.12832	Acad Emerg Med	26574729	Advancing Patient-centered Outcomes in Emergency Diagnostic Imaging: A Research Agenda.	2015
104861	Asche CV	Kim M	Brown A	Golden A	Laack TA	Rosario J	Strother C	Totten VY	Okuda Y			9.0	10.1111/acem.13336	Acad Emerg Med	29071767	Communicating Value in Simulation: Cost Benefit Analysis and Return on Investment.	2017
105137	Carpenter CR	Hammouda N	Linton EA	Doering M	Ohuabunwa UK	Ko KJ	Hung WW	Shah MN	Lindquist LA	Biese K	['Wei D', 'Hoy L', 'Nerbonne L', 'Hwang U', 'Dresden SM', 'GEAR Network']	16.0	10.1111/acem.14166	Acad Emerg Med	33135274	Delirium Prevention, Detection, and Treatment in Emergency Medicine Settings: A Geriatric Emergency Care Applied Research (GEAR) Network Scoping Review and Consensus Statement.	2021
105750	Mandal AK	Saklayen MG	Hillman NM	Markert RJ								4.0	10.1016/s0735-6757(97)90082-6	Am J Emerg Med	9115510	Predictive factors for high mortality in hypernatremic patients.	1997
106862	Wu ML	Deng JF	Chen Y	Chu WL	Hung DZ	Yang CC						6.0	10.1016/j.ajem.2013.07.001	Am J Emerg Med	23928328	Late diagnosis of an outbreak of leanness-enhancing agent-related food poisoning.	2013
107426	Sutter ME	Gerona RR	Davis MT	Roche BM	Colby DK	Chenoweth JA	Adams AJ	Owen KP	Ford JB	Black HB	['Albertson TE']	11.0	10.1111/acem.13034	Acad Emerg Med	27322591	Fatal Fentanyl: One Pill Can Kill.	2017
108570	Gershon T	Kuruppu J	Olshaker J									3.0	10.1016/s0736-4679(99)00228-0	J Emerg Med	10729676	Delayed cardiac tamponade after pacemaker insertion.	2000
108890	Omar HR	Mirsaeidi M	Abraham B	Enten G	Mangar D	Camporesi EM						6.0	10.1016/j.ajem.2018.02.035	Am J Emerg Med	29525476	A portrait of patients who die in-hospital from acute pulmonary embolism.	2018
109701	Sun BC	Mangione CM	Merchant G	Weiss T	Shlamovitz GZ	Zargaraff G	Shiraga S	Hoffman JR	Mower WR			9.0	10.1016/j.annemergmed.2006.11.012	Ann Emerg Med	17210201	External validation of the San Francisco Syncope Rule.	2007
109798	Lee CP	Lee WL	Lai HC	Ting CT	Wang KY	Liu TJ						6.0	10.1016/j.ajem.2011.07.026	Am J Emerg Med	22030192	Recurrent vasodilator-refractory acute coronary syndrome as the exclusive manifestation of Graves disease.	2012
113056	Gupta N											1.0	10.1111/acem.13363	Acad Emerg Med	29265543	Primary Spontaneous Pneumothorax: Looking Beyond the Usual.	2018
113730	Chu A	Biancarelli D	Drainoni ML	Liu JH	Schneider JI	Sullivan R	Sheng AY					7.0	10.5811/westjem.2019.6.42657	West J Emerg Med	31913823	Usability of Learning Moment: Features of an E-learning Tool That Maximize Adoption by Students.	2019
114427	Vohra R	Vohra SS	Grock A	Mason J								4.0	10.1016/j.annemergmed.2018.06.011	Ann Emerg Med	30031507	Working Through the Paradox of Methotrexate Toxicity.	2018
114594	Han JH	Wilson A	Vasilevskis EE	Shintani A	Schnelle JF	Dittus RS	Graves AJ	Storrow AB	Shuster J	Ely EW		10.0	10.1016/j.annemergmed.2013.05.003	Ann Emerg Med	23916018	Diagnosing delirium in older emergency department patients: validity and reliability of the delirium triage screen and the brief confusion assessment method.	2013
115173	Asch S	Leake B	Knowles L	Gelberg L								4.0	10.1016/s0196-0644(98)70128-3	Ann Emerg Med	9701295	Tuberculosis in homeless patients: potential for case finding in public emergency departments.	1998
115657	Chiu YH	Huang MK	How CK	Hsu TF	Chen JD	Chern CH	Yen DH	Huang CI				8.0	10.1016/j.ajem.2009.06.006	Am J Emerg Med	19857417	D-dimer in patients with suspected acute mesenteric ischemia.	2009
115937	Asimos AW	Ward S	Brice JH	Rosamond WD	Goldstein LB	Studnek J						6.0	10.1016/j.annemergmed.2014.03.024	Ann Emerg Med	24746847	Out-of-hospital stroke screen accuracy in a state with an emergency medical services protocol for routing patients to acute stroke centers.	2014
115993	Luo CB	Teng MM	Chang FC	Chang CY								4.0	10.1016/j.ajem.2006.03.007	Am J Emerg Med	16984839	Transarterial embolization of acute external carotid blowout syndrome with profuse oronasal bleeding by N-butyl-cyanoacrylate.	2006
116122	Gabayan GZ	Derose SF	Chiu VY	Yiu SC	Sarkisian CA	Jones JP	Sun BC					7.0	10.1016/j.annemergmed.2015.04.009	Ann Emerg Med	26003004	Emergency Department Crowding and Outcomes After Emergency Department Discharge.	2015
116123	Katz DA	Aufderheide TP	Gaeth G	Rahko PS	Hillis SL	Selker HP						6.0	10.1016/j.jemermed.2013.05.029	J Emerg Med	23937807	Satisfaction and emergency department revisits in patients with possible acute coronary syndrome.	2013
116228	Frazee BW	Trivedi T	Montgomery M	Petrovic DF	Yamaji R	Riley L						6.0	10.1016/j.annemergmed.2018.05.006	Ann Emerg Med	29980462	Emergency Department Urinary Tract Infections Caused by Extended-Spectrum β-Lactamase-Producing Enterobacteriaceae: Many Patients Have No Identifiable Risk Factor and Discordant Empiric Therapy Is Common.	2018
116467	Huang CC	Kao WF	Yen DH	Huang HH	Huang CI	Lee CH						6.0	10.1016/j.jemermed.2005.03.013	J Emerg Med	16434337	Renal infarction without hematuria: two case reports.	2006
117122	Grady D	Redberg RF										2.0	10.1001/jamainternmed.2014.7177	JAMA Intern Med	25730572	Advancing medical professionalism and the choosing wisely campaign--reply.	2015
117133	Chen CH	Hsieh JG	Cheng SL	Lin YL	Lin PH	Jeng JH						6.0	10.1016/j.ajem.2020.03.019	Am J Emerg Med	32216994	Early short-term prediction of emergency department length of stay using natural language processing for low-acuity outpatients.	2020
117793	Tsai HL	Liu SW	How CK	Chern CH	Yen DH	Huang CI						6.0	10.1016/j.ajem.2008.03.035	Am J Emerg Med	19091292	A rare case of massive retroperitoneal hemorrhage after bone marrow aspiration alone.	2008
118375	Lai S	Jain A	Mason J	Grock A								4.0	10.1016/j.annemergmed.2018.07.021	Ann Emerg Med	30144865	Beyond ATLS: Demystifying the Expert Resuscitationist.	2018
118660	Kazimi M	Deo SV	Altarabsheh SE	Deo VS	Niforatos JD	Elgudin YE						6.0	10.1016/j.ajem.2020.04.060	Am J Emerg Med	32354527	Acute aortic dissection in patients presenting to US emergency department, 2006-2014.	2020
119431	Yen D	Hu SC	Chen LS	Liu K	Kao WF	Tsai J	Chern CH	Lee CH				8.0	10.1016/s0735-6757(97)90178-9	Am J Emerg Med	9375545	Arterial oxygen desaturation during emergent nonsedated upper gastrointestinal endoscopy in the emergency department.	1997
120007	Fan JS	Kao WF	Yen DH	Wang LM	Huang CI	Lee CH						6.0	10.1016/j.ajem.2007.03.005	Am J Emerg Med	18022494	Risk factors and prognostic predictors of unexpected intensive care unit admission within 3 days after ED discharge.	2007
121021	Kuo KH	Hsu HL	Pan YJ	Huang CY								4.0	10.1016/j.ajem.2015.07.036	Am J Emerg Med	26349780	Carotid blowout and cerebral gas embolism related to bidirectional carotid-esophageal fistula: a serious complication of esophageal cancer under radiotherapy.	2016
121211	Kessler C	Bauer SJ										2.0	10.1016/j.jemermed.2012.06.015	J Emerg Med	22883714	Utility of the digital rectal examination in the emergency department: a review.	2012
121782	Malatt C	Zawaideh M	Chao C	Hesselink JR	Lee RR	Chen JY						6.0	10.1016/j.jemermed.2014.06.042	J Emerg Med	25260346	Head computed tomography in the emergency department: a collection of easily missed findings that are life-threatening or life-changing.	2014
122087	Kerfoot BP	Nabha KS	Masser BA	McCullough DL								4.0	10.1097/01.ju.0000177462.61257.4e	J Urol	16217365	What makes a medical student avoid or enter a career in urology? Results of an international survey.	2005
122672	Kanzaria HK	Brook RH	Probst MA	Harris D	Berry SH	Hoffman JR						6.0	10.1111/acem.12627	Acad Emerg Med	25807995	Emergency physician perceptions of shared decision-making.	2015
123341	Davis CI	Montgomery AE	Dichter ME	Taylor LD	Blosnich JR							5.0	10.1016/j.ajem.2020.05.078	Am J Emerg Med	32739860	Social determinants and emergency department utilization: Findings from the Veterans Health Administration.	2020
123356	Colt HG	Solot JA										2.0	10.1016/s0196-0644(89)80104-0	Ann Emerg Med	2783838	Attitudes of patients and physicians regarding physician dress and demeanor in the emergency department.	1989
125759	McGee WT	Raghunathan K	Adler AC									3.0	10.1097/SHK.0000000000000472	Shock	26368925	Utility of Functional Hemodynamics and Echocardiography to Aid Diagnosis and Management of Shock.	2015
125781	Bornstein K	Long B	Porta AD	Weinberg G								4.0	10.1016/j.ajem.2020.08.103	Am J Emerg Med	33162264	After a century, Epinephrine's role in cardiac arrest resuscitation remains controversial.	2021
125989	Wu ML	Yang CC	Deng JF	Wang KY								4.0	10.1016/j.annemergmed.2014.06.001	Ann Emerg Med	24997564	Hyperkalemia, hyperphosphatemia, acute kidney injury, and fatal dysrhythmias after consumption of palytoxin-contaminated goldspot herring.	2014
127388	Murata GH	Gorby MS	Chick TW	Halperin AK								4.0	10.1016/s0196-0644(89)80833-9	Ann Emerg Med	2719362	Use of emergency medical services by patients with decompensated obstructive lung disease.	1989
127654	Chern CH	Tsai J	Wong PS	Hu SC								4.0	10.1016/0735-6757(95)90101-9	Am J Emerg Med	7893316	Rotating residents' impressions of an ED managed by career emergency physicians.	1995
130696	Kuschner WG											1.0	10.1016/s0736-4679(99)00221-8	J Emerg Med	10729669	Massive esophageal variceal hemorrhage triggered by complicated endotracheal intubation.	2000
131264	Omar HR	Mirsaeidi M	El-Khabiry E	Mangar D	Camporesi EM							5.0	10.1016/j.ajem.2015.11.018	Am J Emerg Med	26643161	The simultaneous recording of right- and left-sided electrocardiogram in acute pulmonary embolism.	2016
131396	Ladizinski B	Federman DG										2.0	10.1016/j.jemermed.2014.10.026	J Emerg Med	26070383	Seeing Red.	2015
131524	Sasson C	Smith J	Kessler C	Haukoos J	Himstreet J	Christopher M	Emmendorfer T					7.0	10.1016/j.ajem.2018.08.044	Am J Emerg Med	30146399	Variability in opioid prescribing in veterans affairs emergency departments and urgent cares.	2019
132103	Newgard CD	Cheney TP	Chou R	Fu R	Daya MR	O'Neil ME	Wasson N	Hart EL	Totten AM			9.0	10.1111/acem.14056	Acad Emerg Med	32558073	Out-of-hospital Circulatory Measures to Identify Patients With Serious Injury: A Systematic Review.	2020
134163	Tsai BM	Sun JT	Hsieh MJ	Lin YY	Kao TC	Chen LW	Ma MH	Wen-Chu C				8.0	10.1371/journal.pone.0235315	PLoS One	32634172	Optimal paramedic numbers in resuscitation of patients with out-of-hospital cardiac arrest: A randomized controlled study in a simulation setting.	2020
134605	Kessler C											1.0	10.1111/j.1553-2712.2012.01368.x	Acad Emerg Med	22687183	Assessing the utility of digital rectal exams in the ED.	2012
135066	Tsan YT	Hu SY	Lin TC									3.0	10.1016/j.annemergmed.2008.05.022	Ann Emerg Med	19167623	Images in emergency medicine. Pyogenic vertebral osteomyelitis with bilateral paravertebral abscesses.	2009
135196	Wei CJ	Tiu CM	Chen JD	Chou YH	Chang CY	Yu C						6.0	10.1016/j.ajem.2004.02.004	Am J Emerg Med	15138951	Computed tomography features of acute pulmonary tuberculosis.	2004
136148	Foster SD	Lee K	Edwards C	Pelullo AP	Khatri UG	Lowenstein M	Perrone J					7.0	10.1016/j.annemergmed.2020.02.020	Ann Emerg Med	32376089	Providing Incentive for Emergency Physician X-Waiver Training: An Evaluation of Program Success and Postintervention Buprenorphine Prescribing.	2020
136770	Katz DA	Graber M	Lounsbury P	Vander Weg MW	Phillips EK	Clair C	Horwitz PA	Cai X	Christensen AJ			9.0	10.1111/acem.13231	Acad Emerg Med	28748625	Multiple Risk Factor Counseling to Promote Heart-healthy Lifestyles in the Chest Pain Observation Unit: Pilot Randomized Controlled Trial.	2017
136919	Metlay JP	Camargo CA	Bos K	Gonzales R								4.0	10.1197/j.aem.2005.01.012	Acad Emerg Med	15995102	Assessing the suitability of intervention sites for quality improvement studies in emergency departments.	2005
137227	Doran KM	Curry LA	Vashi AA	Platis S	Rowe M	Gang M	Vaca FE					7.0	10.1111/acem.12388	Acad Emerg Med	25039552	"""Rewarding and challenging at the same time"": emergency medicine residents' experiences caring for patients who are homeless."	2014
137323	Akhter M	Chen SP										2.0	10.1111/acem.13031	Acad Emerg Med	27311639	Vascular Emergencies and Shared Decision-making in Patients With Thunderclap Headache.	2016
137863	Hastings SN	Heflin MT										2.0	10.1197/j.aem.2005.05.032	Acad Emerg Med	16204142	A systematic review of interventions to improve outcomes for elders discharged from the emergency department.	2005
139092	Bailey H											1.0	10.1097/CCM.0000000000003748	Crit Care Med	31095014	Society of Critical Care Medicine Presidential Address-48th Annual Congress, February 2019, San Diego, California.	2019
141509	Chiu YH	Chen JD	Tiu CM	Chou YH	Yen DH	Huang CI	Chang CY					7.0	10.1016/j.ajem.2008.03.004	Am J Emerg Med	19328377	Reappraisal of radiographic signs of pneumoperitoneum at emergency department.	2009
141671	Hung YM	Chang JC										2.0	10.1016/j.ajem.2006.02.004	Am J Emerg Med	16984841	Weight-reducing regimen associated with polymorphic ventricular tachycardia.	2006
141725	Kessler CS	Tadisina KK	Saks M	Franzen D	Woods R	Banh KV	Bounds R	Smith M	Deiorio N	Schwartz A		10.0	10.1016/j.jemermed.2015.05.012	J Emerg Med	26250838	The 5Cs of Consultation: Training Medical Students to Communicate Effectively in the Emergency Department.	2015
141878	Martin DR	Ankel F	Hemphill RR	Heron S	Khandelwal S	Merritt C	Westergaard M	Santen SA				8.0	10.5811/westjem.2017.11.35301	West J Emerg Med	29383075	Creating a Vision for Education Leadership.	2018
142285	Cercy SP	Simakhodskaya Z	Elliott A									3.0	10.1111/j.1553-2712.2010.00682.x	Acad Emerg Med	20370764	Diagnostic accuracy of a new instrument for detecting cognitive dysfunction in an emergent psychiatric population: the Brief Cognitive Screen.	2010
142776	Hastings SN	George LK	Fillenbaum GG	Park RS	Burchett BM	Schmader KE						6.0	10.1016/j.ajem.2007.07.005	Am J Emerg Med	18410815	Does lack of social support lead to more ED visits for older adults?	2008
142826	Fettiplace MR	Weinberg G										2.0	10.1016/j.annemergmed.2015.11.002	Ann Emerg Med	26915556	In reply.	2016
143054	Boyd JS	LoPresti CM	Core M	Schott C	Mader MJ	Lucas BP	Haro EK	Finley EP	Restrepo MI	Kessler C	['Colon-Molero A', 'Pugh J', 'Soni NJ']	13.0	10.1016/j.ajem.2019.02.043	Am J Emerg Med	30878406	Current use and training needs of point-of-care ultrasound in emergency departments: A national survey of VA hospitals.	2019
143267	Mason J	Colwell CB	Grock A									3.0	10.1016/j.annemergmed.2018.08.004	Ann Emerg Med	30236325	Agitation Crisis Control.	2018
143623	Moss JM	Bryan WE	Wilkerson LM	King HA	Jackson GL	Owenby RK	Van Houtven CH	Stevens MB	Powers J	Vaughan CP	['Hung WW', 'Hwang U', 'Markland AD', 'Sloane R', 'Knaack W', 'Hastings SN']	16.0	10.1177/0897190017747424	J Pharm Pract	29277130	An Interdisciplinary Academic Detailing Approach to Decrease Inappropriate Medication Prescribing by Physician Residents for Older Veterans Treated in the Emergency Department.	2019
143813	Jesse RL											1.0	10.1016/s0736-4679(99)00022-0	J Emerg Med	10338259	The platelet in acute coronary syndromes: defining the pivotal role of platelet glycoprotein IIb/IIIa receptor blockade.	1999
144775	Daya MR	Cheney TP	Chou R	Fu R	Newgard CD	O'Neil ME	Wasson N	Hart EL	Totten AM			9.0	10.1111/acem.14055	Acad Emerg Med	32569406	Out-of-hospital Respiratory Measures to Identify Patients With Serious Injury: A Systematic Review.	2020
145654	Yen D	Tsai J	Wang LM	Kao WF	Hu SC	Lee CH	Deng JF					7.0	10.1016/0735-6757(95)90162-0	Am J Emerg Med	7662055	The clinical experience of acute cyanide poisoning.	1995
145898	Hu SC											1.0	10.1016/0735-6757(92)90022-p	Am J Emerg Med	1616529	Analysis of patient revisits to the emergency department.	1992
146147	Fettiplace MR	Akpa BS	Rubinstein I	Weinberg G								4.0	10.1016/j.annemergmed.2015.01.020	Ann Emerg Med	25737211	Confusion About Infusion: Rational Volume Limits for Intravenous Lipid Emulsion During Treatment of Oral Overdoses.	2015
146196	Kizer KW	Vassar MJ										2.0	10.1016/s0735-6757(98)90127-9	Am J Emerg Med	9672450	Emergency department diagnosis of abdominal disorders in the elderly.	1998
146337	Bicknell JM	Fielder K										2.0	10.1016/0735-6757(92)90015-p	Am J Emerg Med	1616523	Unrecognized incomplete cervical spinal cord injury: review of nine new and 28 previously reported cases.	1992
146562	Chang YT	Chen CC	Chang CY	Kuo YC								4.0	10.1016/j.jemermed.2004.02.016	J Emerg Med	15261350	Evaluation of unpredictable critical conditions of patients treated in the observation unit of the Emergency Department.	2004
146775	Cushman DM	Thomas K	Mukherjee D	Johnson R	Spill G							5.0	10.1016/j.pmrj.2015.03.008	PM R	25772721	Perceived Quality of Life With Spinal Cord Injury: A Comparison Between Emergency Medicine and Physical Medicine and Rehabilitation Physicians.	2015
146793	Chen YJ	Hou SK	How CK	Chern CH	Lo HC	Yen DH	Huang CI	Lee CH				8.0	10.1016/j.ajem.2009.04.024	Am J Emerg Med	20887907	Diagnosis of unrecognized primary overt hypothyroidism in the ED.	2010
146941	Carey MJ											1.0	10.1016/S0735-6757(96)90065-0	Am J Emerg Med	8768171	Epiglottitis in adults.	1996
147594	Leptidis J	Aloizos S	Chlorokostas P	Gourgiotis S								4.0	10.1016/j.ajem.2014.02.045	Am J Emerg Med	24703065	Fatal cardiac tamponade as the first manifestation of acute myeloid leukemia.	2014
147877	Ladizinski B	Taylor C	Federman DG									3.0	10.1016/j.jemermed.2014.12.070	J Emerg Med	25865285	What lies beneath.	2015
147967	Yao NS	Hsu YM	Liu JM	Chen LT	Liau CS							5.0	10.1016/s0735-6757(99)90026-8	Am J Emerg Med	9928710	Lung cancer mimicking acute myocardial infarction on electrocardiogram.	1999
148247	Han JH	Wilson A	Graves AJ	Shintani A	Schnelle JF	Ely EW						6.0	10.1016/j.ajem.2016.02.069	Am J Emerg Med	27021131	A quick and easy delirium assessment for nonphysician research personnel.	2016
149018	Liu SW	Lin CC	How CK									3.0	10.1016/j.annemergmed.2008.10.031	Ann Emerg Med	19460593	A man with black urine. Cresol intoxication.	2009
149267	Limkakeng AT	de Oliveira LL	Moreira T	Phadtare A	Garcia Rodrigues C	Hocker MB	McKinney R	Voils CI	Pietrobon R			9.0	10.1136/medethics-2012-101147	J Med Ethics	23665997	Systematic review and metasummary of attitudes toward research in emergency medical conditions.	2014
149348	Imam SH	Landry K	Kaul V	Gambhir H	John D	Kloss B						6.0	10.1016/j.ajem.2014.03.036	Am J Emerg Med	24768668	Free phenytoin toxicity.	2014
150479	Prochazka A	Koziol-McLain J	Tomlinson D	Lowenstein SR								4.0	10.1111/j.1553-2712.1995.tb03201.x	Acad Emerg Med	7497036	Smoking cessation counseling by emergency physicians: opinions, knowledge, and training needs.	1995
150611	Chen CC	Chang CY	Wann SR	Liu BM	Lee CH							5.0	10.1016/j.jemermed.2005.08.018	J Emerg Med	16798167	Diagnostic images of pulmonary Langerhans cell histiocytosis: an uncommon cause of secondary spontaneous pneumothorax.	2006
150678	Desai R	Singh S	Parekh T	Sachdeva S	Kumar L	Sachdeva R	Kumar G					7.0	10.1016/j.annemergmed.2020.04.014	Ann Emerg Med	32471584	COVID-19 and Shock: A Cautionary Tale for Elderly Patients From a Pooled Analysis.	2020
151277	Young GP	Freitas P										2.0	10.1016/s0196-0644(05)81605-1	Ann Emerg Med	2024791	A randomized comparison of atropine and metaproterenol inhalational therapies for refractory status asthmaticus.	1991
151534	Kizer KW	Cushing TS	Nishimi RY									3.0	10.1067/mem.2000.109890	Ann Emerg Med	10969234	The Department of Veterans Affairs' role in Federal Emergency Management.	2000
151720	Yen DH	Hu SC	Tsai J	Kao WF	Chern CH	Wang LM	Lee CH					7.0	10.1016/s0735-6757(99)90060-8	Am J Emerg Med	10102326	Renal abscess: early diagnosis and treatment.	1999
151901	Solnick RE	Chao G	Ross RD	Kraft-Todd GT	Kocher KE							5.0	10.1111/acem.14188	Acad Emerg Med	33263357	Emergency Physicians and Personal Narratives Improve the Perceived Effectiveness of COVID-19 Public Health Recommendations on Social Media: A Randomized Experiment.	2021
153098	Self WH	Storrow AB	Hartmann O	Barrett TW	Fermann GJ	Maisel AS	Struck J	Bergmann A	Collins SP			9.0	10.1016/j.ajem.2015.10.033	Am J Emerg Med	26577429	Plasma bioactive adrenomedullin as a prognostic biomarker in acute heart failure.	2016
153963	Hoffman MD											1.0	10.1016/j.jemermed.2018.10.026	J Emerg Med	30545731	Predicted Risk for Exacerbation of Exercise-Associated Hyponatremia from Indiscriminate Postrace Intravenous Hydration of Ultramarathon Runners.	2019
154404	Kessler CS	Leone KA										2.0	10.1111/acem.12023	Acad Emerg Med	23279243	The current state of core competency assessment in emergency medicine and a future research agenda: recommendations of the working group on assessment of observable learner performance.	2012
154732	Curran GM	Sullivan G	Williams K	Han X	Collins K	Keys J	Kotrla KJ					7.0	10.1067/mem.2003.154	Ann Emerg Med	12712033	Emergency department use of persons with comorbid psychiatric and substance abuse disorders.	2003
154944	McCreary EK	Heim ME	Schulz LT	Hoffman R	Pothof J	Fox B						6.0	10.1016/j.jemermed.2017.05.007	J Emerg Med	28684060	Top 10 Myths Regarding the Diagnosis and Treatment of Cellulitis.	2017
154970	Seak CJ	Hsu KH	Wong YC	Ng CJ	Yen DH	Seak JC	Seak CK					7.0	10.1016/j.ajem.2014.05.016	Am J Emerg Med	25043627	The prognostic factors of adult patients with hepatic portal venous gas in the ED.	2014
155590	Huang NC	Lin SL	Chou CH	Hung YM	Chung HM	Huang ST						6.0	10.1016/j.ajem.2006.03.008	Am J Emerg Med	17098118	Fatal ventricular fibrillation in a patient with acute imidacloprid poisoning.	2006
156121	Okuda Y	Godwin SA	Jacobson L	Wang E	Weingart S							5.0	10.1016/j.jemermed.2014.06.058	J Emerg Med	25224173	SimWars.	2014
156154	How CK	Chern CH	Huang YC	Wang LM	Lee CH							5.0	10.1053/ajem.2003.50008	Am J Emerg Med	12563582	Tetrodotoxin poisoning.	2003
158302	Omar HR	Mirsaeidi M	Weinstock MB	Enten G	Mangar D	Camporesi EM						6.0	10.1016/j.ajem.2017.11.014	Am J Emerg Med	29146419	Syncope on presentation is a surrogate for submassive and massive acute pulmonary embolism.	2018
158795	Yonas E	Alwi I	Pranata R	Huang I	Lim MA	Gutierrez EJ	Yamin M	Siswanto BB	Virani SS			9.0	10.1016/j.ajem.2020.07.009	Am J Emerg Med	33071085	Effect of heart failure on the outcome of COVID-19 - A meta analysis and systematic review.	2021
159415	Sheckter CC	Cebron U	Suarez P	Rochlin D	Tedesco D	Hernandez-Boussard T	Curtin C					7.0	10.1016/j.ajem.2020.01.020	Am J Emerg Med	32005410	The rise of non-traumatic extremity compartment syndrome in light of the opioid epidemic.	2021
159909	Lin PY	Chen CH										2.0	10.1016/j.annemergmed.2019.10.009	Ann Emerg Med	32087869	Middle-aged Man With Abdominal Pain.	2020
160086	Chen CE	Liao ZZ	Lee YH	Liu CC	Tang CK	Chen YR						6.0	10.1016/j.jemermed.2017.06.007	J Emerg Med	28941556	Subgaleal Hematoma at the Contralateral Side of Scalp Trauma in an Adult.	2017
164604	Wolff M	Santen SA	Hopson LR	Hemphill RR	Farrell SE							5.0	10.1016/j.jemermed.2017.02.004	J Emerg Med	28336240	What's the Evidence: Self-Assessment Implications for Life-Long Learning in Emergency Medicine.	2017
164750	Ward MJ	Collins SP	Pines JM	Dill C	Tyndall G	Kessler CS						6.0	10.1016/j.ajem.2015.03.062	Am J Emerg Med	25936477	Emergency medicine in the Veterans Health Administration-results from a nationwide survey.	2015
165352	Chiang CC	Wu HT	Lin CF	Tzeng YH	Huang CK	Chen WM	Liu CL					7.0	10.3928/01477447-20120426-13	Orthopedics	22588401	Analysis of initial injury radiographs of occult femoral neck fractures in elderly patients: a pilot study.	2012
